Year,pre_post,Site,Stand,Age,Plot,Treatment,Ntrt,Ptrt,Species,TagID,TotalSA,NumberOfLeaves,WetMass,DryMass,SLA,LMA,LDMC,N,C,Al,Ca,K,Mg,Mn,Na,P,Sr,S,C:N,N:P,Notes,Tag_when_sampled
2010,pre,BEF,C1,Young,4,NP,Yes,Yes,YB,1,NA,NA,NA,NA,NA,NA,NA,22.79,483.69,NA,9.91,9.45,3.02,0.59,0.162,1.19,92.626,NA,21.22,19.22,,
2009,pre,BEF,C2,Young,1,NP,Yes,Yes,PC,1,NA,NA,NA,NA,NA,NA,NA,24.18,488.74,NA,14.5,13.72,3.2,0.23,NA,1.29,0.043,1.29,20.21,18.79,,
2016,post,BEF,C1,Young,4,NP,Yes,Yes,BE,761,100.33,10,7.54,3.59,27.95,0.036,0.48,30.25,485.47,0.013,4.78,7.73,1.08,1.07,0.023,1.12,0.005,1.35,16.05,27.07,,
2016,post,BEF,C1,Young,4,NP,Yes,Yes,PC,767,53.69,17,4.64,1.73,31.03,0.032,0.37,34.11,492.9,0.006,4.89,14.7,1.91,0.07,0.034,2.46,0.006,1.55,14.45,13.87,,
2016,post,BEF,C1,Young,4,NP,Yes,Yes,PC,1518,38,15,3.24,1.53,24.84,0.04,0.47,32.57,482.78,0.014,7.92,17.27,2.59,0.17,0.032,2.66,0.015,1.53,14.82,12.24,,
2016,post,BEF,C1,Young,4,NP,Yes,Yes,WB,449,59.66,15,7.34,3.97,15.03,0.067,0.54,24.69,489.08,0.027,6.84,10.33,1.29,0.45,0.579,1.5,0.013,0.86,19.81,16.48,,
2016,post,BEF,C1,Young,4,NP,Yes,Yes,WB,451,51.53,15,5.9,3.4,15.16,0.066,0.58,21.74,480.24,0.068,7.95,12.48,1.3,0.57,1.476,1.27,0.016,0.72,22.09,17.17,,
2016,post,BEF,C1,Young,4,NP,Yes,Yes,WB,464,55.45,13,6.42,2.38,23.3,0.043,0.37,21.08,489.88,0.065,5.8,11.29,1.11,0.52,0.877,1.42,0.009,0.67,23.24,14.81,,
2016,post,BEF,C1,Young,5,Ca,No,No,PC,1065,27.58,13,2.88,0.86,32.07,0.031,0.3,31.22,493.25,0.011,9.2,11.52,1.95,0.06,0.03,1.88,0.025,1.47,15.8,16.64,,
2010,pre,BEF,C2,Young,1,NP,Yes,Yes,YB,1,NA,NA,NA,NA,NA,NA,NA,21.64,488.12,NA,14.38,7.2,3.29,0.45,0.234,1.19,92.377,NA,22.56,18.24,,
2009,pre,BEF,C2,Young,2,CONTROL,No,No,BE,1,NA,NA,NA,NA,NA,NA,NA,22.31,484.13,NA,6.6,5.66,1.37,0.58,NA,0.85,0.009,1.4,21.7,26.25,,
2010,pre,BEF,C2,Young,2,CONTROL,No,No,BE,1,NA,NA,NA,NA,NA,NA,NA,24.07,484.1,NA,7.18,6.4,1.3,0.68,0.068,0.98,95.24,NA,20.11,24.54,,
2010,pre,BEF,C2,Young,2,CONTROL,No,No,PC,1,NA,NA,NA,NA,NA,NA,NA,24.53,503.74,NA,14.27,8.86,3.11,0.09,0.162,1.09,92.377,NA,20.53,22.44,NEW,
2016,post,BEF,C1,Young,5,Ca,No,No,PC,1066,34.69,16,3.6,1.45,23.93,0.042,0.4,22.62,490.89,0.019,11.99,10.24,1.69,0.08,0.044,1.19,0.034,0.97,21.7,19.04,,
2008,pre,BEF,C7,Old,4,CONTROL,No,No,BE,645,NA,NA,NA,NA,NA,NA,NA,18.72,491.73,NA,3.23,6.72,0.78,NA,NA,0.85,NA,NA,26.27,22.06,Says this is a HEM from site C6 treatment 2 plot b in the inventory,
2016,post,BEF,C1,Young,5,Ca,No,No,PC,1068,39.33,18,5.01,2.13,18.47,0.054,0.43,28.73,491.86,0.008,9.63,11.2,1.52,0.07,0.032,1.5,0.027,1.39,17.12,19.16,,
2016,post,BEF,C1,Young,5,Ca,No,No,WB,1067,64.94,18,7.04,2.57,25.27,0.04,0.37,27.66,480.78,0.059,8.46,12.29,1.55,0.41,0.829,1.2,0.023,0.83,17.38,23,,
2016,post,BEF,C1,Young,5,Ca,No,No,WB,2017,51.9,11,6.53,2.57,20.19,0.05,0.39,23.81,484.69,0.036,9.74,8.81,1.66,0.43,0.624,1.3,0.02,0.8,20.36,18.31,,
2014,post,BEF,C2,Young,1,NP,Yes,Yes,BE,202,689.13,10,4.75,1.93,357.06,0.003,0.41,28.47,497.91,0.019,8.12,11.45,1.83,0.74,0.29,1.44,0.02,0.9,17.49,19.77,,
2014,post,BEF,C2,Young,1,NP,Yes,Yes,BE,206,1344.2,15,14.64,5.76,233.37,0.004,0.39,26.1,479.7,0.025,7.55,11.5,1.58,0.63,0.09,1.41,0.01,0.91,18.38,18.51,,
2014,post,BEF,C2,Young,1,NP,Yes,Yes,PC,1400,331.6,18,5.14,2.33,142.32,0.007,0.45,31.14,507.02,0.014,8.07,10.68,3.27,0.13,0.28,2.49,0.02,0.98,16.28,12.5,,
2014,post,BEF,C2,Young,1,NP,Yes,Yes,RM,207,821.91,22,14.41,6.6,124.53,0.008,0.46,22.45,520.43,0.008,5.2,5.34,1.47,0.43,0.09,1.4,0.01,0.64,23.18,16.03,,
2014,post,BEF,C2,Young,1,NP,Yes,Yes,RM,217,803.37,21,14.03,5.86,137.09,0.007,0.42,19.82,514.28,0.003,7.22,4.39,1.39,0.51,0.05,1.21,0.02,0.57,25.95,16.38,,
2010,pre,BEF,C2,Young,2,CONTROL,No,No,YB,1,NA,NA,NA,NA,NA,NA,NA,23.42,482.81,NA,11.4,9.37,2.56,0.65,0.405,0.96,92.377,NA,20.62,24.44,NEW,
2010,pre,BEF,C2,Young,3,P,No,Yes,PC,1,NA,NA,NA,NA,NA,NA,NA,29.67,492.12,NA,11.84,11.72,3.38,0.09,0.135,1.82,95.24,NA,16.59,16.28,,
2014,post,BEF,C2,Young,1,NP,Yes,Yes,RM,209/213,714.77,25,12.34,5.16,138.52,0.007,0.42,18.26,510.97,0.004,5.26,6.22,1.21,0.36,0.12,1.24,0.01,0.61,27.98,14.73,,
2014,post,BEF,C2,Young,1,NP,Yes,Yes,WB,208,272.53,14,5.08,2.09,130.4,0.008,0.41,23.54,516.44,0.017,6.9,5.86,1.81,0.53,0.15,1.66,0.02,0.6,21.94,14.18,,
2009,pre,BEF,C2,Young,3,P,No,Yes,WB,1,NA,NA,NA,NA,NA,NA,NA,22.39,511.07,NA,4.1,8.82,1.61,0.33,NA,0.92,0.01,1.34,22.83,24.3,,
2010,pre,BEF,C2,Young,3,P,No,Yes,WB,1,NA,NA,NA,NA,NA,NA,NA,20.72,489.58,NA,12.4,9.32,2.69,0.41,0.276,0.88,95.24,NA,23.63,23.47,,
2010,pre,BEF,C2,Young,3,P,No,Yes,YB,1,NA,NA,NA,NA,NA,NA,NA,19.84,477.17,NA,13.33,13.75,2.78,0.47,0.302,0.94,95.24,NA,24.06,21.08,NEW,
2009,pre,BEF,C2,Young,4,N,Yes,No,PC,1,NA,NA,NA,NA,NA,NA,NA,19.36,488.17,NA,14.78,12.29,2.93,0.23,NA,1.17,0.037,1,25.21,16.58,,
2010,pre,BEF,C2,Young,4,N,Yes,No,YB,1,NA,NA,NA,NA,NA,NA,NA,23.22,490.49,NA,9.59,8.78,2.52,0.49,0.322,1.29,95.24,NA,21.12,18.04,NEW,
2015,post,BEF,C1,Young,3,CONTROL,No,No,RM,NO TAG 2,884.48,14,12.89,5.17,171.08,0.006,0.4,23.06,493.95,0.019,6.15,7.6,1.69,0.54,0.203,1.37,0.011,0.68,21.42,16.84,,
2015,post,BEF,C1,Young,3,CONTROL,No,No,RM,NO TAG 3,1124,10,17.27,7.01,160.34,0.006,0.41,23.43,487.43,0.012,7.77,8.14,1.49,0.36,0.624,1.33,0.015,0.8,20.8,17.6,,
2014,post,BEF,C2,Young,1,NP,Yes,Yes,WB,216,383.19,18,6.79,2.5,153.28,0.007,0.37,25.96,527.63,0.024,5.22,5.92,1.45,0.44,0.25,1.66,0.01,0.91,20.32,15.64,,
2014,post,BEF,C2,Young,1,NP,Yes,Yes,WB,1841,451.22,19,8.5,3.78,119.37,0.008,0.44,20.14,519.63,0.018,6.05,5.82,1.72,0.45,0.23,1.24,0.02,0.5,25.81,16.24,,
2014,post,BEF,C2,Young,1,NP,Yes,Yes,YB,1846,699.76,20,11.4,4.39,159.4,0.006,0.39,26.05,505.89,0.011,7.55,8.28,1.91,0.48,0.22,2,0.02,0.66,19.42,13.03,,
2014,post,BEF,C2,Young,2,CONTROL,No,No,BE,1216,927.67,15,10.72,4.57,202.99,0.005,0.43,24,498.44,0.006,4.37,6.11,1.88,0.84,0.05,0.9,NA,0.7,20.77,26.66,,
2014,post,BEF,C2,Young,2,CONTROL,No,No,BE,1608,1399.02,21,15.11,6.24,224.2,0.004,0.41,26.92,499.22,0.012,5.81,8.67,1.13,0.76,0.06,0.98,0.01,0.84,18.54,27.47,,
2014,post,BEF,C2,Young,2,CONTROL,No,No,PC,1214,289.71,25,4.87,1.85,156.6,0.006,0.38,27.37,519.08,0.023,10.51,8.11,3.32,0.13,0.47,1.26,0.02,0.83,18.97,21.72,,
2010,pre,BEF,C4,Mid,1,NP,Yes,Yes,YB,1,NA,NA,NA,NA,NA,NA,NA,24.29,472.46,NA,10.65,14.11,4.03,0.48,0.379,1.13,95.24,NA,19.45,21.53,not tagged/understory,
2010,pre,BEF,C4,Mid,2,N,Yes,No,BE,1,NA,NA,NA,NA,NA,NA,NA,23.05,485.36,NA,6.13,9.18,1.24,0.51,0.065,0.94,92.377,NA,21.06,24.45,not tagged/understory,
2016,post,BEF,C4,Mid,3,CONTROL,No,No,YB,1,50.81,13,4.39,1.55,32.78,0.031,0.35,28.08,482.48,0.026,7.35,11.1,2.59,0.63,0.193,1.66,0.019,1.01,17.18,16.93,,
2010,pre,BEF,C4,Mid,3,CONTROL,No,No,YB,1,NA,NA,NA,NA,NA,NA,NA,24.43,489.04,NA,12.32,8.38,2.64,0.63,0.253,1.26,92.377,NA,20.02,19.37,,
2016,post,BEF,C9,Old,2,P,No,Yes,YB,1,87.13,21,7.67,2.83,30.79,0.032,0.37,28.25,477.01,0.016,9.27,9.46,1.67,0.21,0.373,2.03,0.019,0.95,16.88,13.93,,
2010,pre,HB,HBM,Mid,1,NP,Yes,Yes,BE,1,NA,NA,NA,NA,NA,NA,NA,23.82,487.46,NA,7.52,7.35,1.72,0.49,0.129,1.1,99.458,NA,20.47,21.72,,
2008,pre,HB,HBM,Mid,1,NP,Yes,Yes,RM,1,NA,NA,NA,NA,NA,NA,NA,16.42,503.66,NA,7.31,4.32,1.51,NA,NA,1.07,NA,NA,30.67,15.34,,
2010,pre,HB,HBM,Mid,1,NP,Yes,Yes,SM,1,NA,NA,NA,NA,NA,NA,NA,20.94,490.15,NA,5.8,8.55,1.07,0.62,0.096,1.01,96.61,NA,23.41,20.69,,
2008,pre,HB,HBM,Mid,1,NP,Yes,Yes,WB,1,NA,NA,NA,NA,NA,NA,NA,26.49,514.66,NA,6.1,4.22,1.78,NA,NA,1.63,NA,NA,19.43,16.24,,
2014,post,BEF,C2,Young,2,CONTROL,No,No,PC,1609,314.8,24,4.85,2.01,156.62,0.006,0.41,28.33,516.33,0.012,6.82,11.88,2.18,0.12,0.83,1.5,0.01,0.95,18.23,18.88,,
2014,post,BEF,C2,Young,2,CONTROL,No,No,PC,2156,370.88,20,5.85,2.32,159.86,0.006,0.4,31.5,522.6,0.008,8.66,10.81,2.28,0.14,0.39,1.69,0.02,0.92,16.59,18.64,,
2014,post,BEF,C2,Young,2,CONTROL,No,No,RM,855,773.55,16,12.36,5.46,141.68,0.007,0.44,16.93,510.79,0.004,7.68,6.04,1.19,0.51,0.16,0.9,0.01,0.58,30.17,18.81,,
2014,post,BEF,C2,Young,2,CONTROL,No,No,RM,848/849,556.85,19,8.05,3.54,157.3,0.006,0.44,17.92,512.14,0.005,5.95,5.27,0.86,0.44,0.25,0.77,0.01,0.62,28.57,23.28,,
2010,pre,HB,HBM,Mid,2,N,Yes,No,BE,1,NA,NA,NA,NA,NA,NA,NA,27.18,490.29,NA,5.05,7.71,1.23,0.46,0.091,1.35,99.458,NA,18.04,20.08,,
2008,pre,HB,HBM,Mid,2,N,Yes,No,RM,1,NA,NA,NA,NA,NA,NA,NA,19.55,508.45,NA,5.6,4.35,1.37,NA,NA,1.21,NA,NA,26.01,16.19,,
2008,pre,HB,HBM,Mid,2,N,Yes,No,WB,1,NA,NA,NA,NA,NA,NA,NA,25.47,507.19,NA,4.38,6.94,1.21,NA,NA,1.33,NA,NA,19.91,19.17,,
2008,pre,HB,HBM,Mid,2,N,Yes,No,YB,1,NA,NA,NA,NA,NA,NA,NA,25.36,516.24,NA,3.79,7.27,1.21,NA,NA,1.24,NA,NA,20.36,20.49,,
2010,pre,HB,HBM,Mid,3,CONTROL,No,No,BE,1,NA,NA,NA,NA,NA,NA,NA,26.48,488.92,NA,6.67,8.14,1.66,0.44,0.061,1.28,94.946,NA,18.46,20.73,near resp collar,
2008,pre,HB,HBM,Mid,3,CONTROL,No,No,RM,1,NA,NA,NA,NA,NA,NA,NA,18.41,499.87,NA,4.37,6.93,1,NA,NA,1.16,NA,NA,27.15,15.81,,
2014,post,BEF,C2,Young,2,CONTROL,No,No,RM,890/892,453.36,15,9.41,4.43,102.34,0.01,0.47,17.79,522.55,0.006,3.65,5.98,1.01,0.42,0.07,0.94,0.01,0.59,29.38,18.92,,
2008,pre,HB,HBM,Mid,3,CONTROL,No,No,SM,1,NA,NA,NA,NA,NA,NA,NA,18.82,508.69,NA,3.73,4.84,0.82,NA,NA,0.98,NA,NA,27.03,19.29,,
2008,pre,HB,HBM,Mid,3,CONTROL,No,No,WB,1,NA,NA,NA,NA,NA,NA,NA,26.21,513.32,NA,4.39,7.91,1.03,NA,NA,1.18,NA,NA,19.59,22.25,,
2008,pre,HB,HBM,Mid,3,CONTROL,No,No,YB,1,NA,NA,NA,NA,NA,NA,NA,24.74,506.39,NA,6.36,10.6,1.73,NA,NA,1.34,NA,NA,20.47,18.42,,
2014,post,BEF,C2,Young,2,CONTROL,No,No,WB,710,579.13,24,9.61,3.56,162.68,0.006,0.37,25.5,519.19,0.014,8.52,6.24,1.65,0.51,0.56,0.87,0.02,0.76,20.36,29.31,,
2014,post,BEF,C2,Young,2,CONTROL,No,No,WB,711,415.27,33,6.92,3.1,133.96,0.007,0.45,25.58,515.59,0.01,7.7,4.89,1.37,0.45,0.48,0.77,0.01,0.85,20.16,33.22,,
2014,post,BEF,C2,Young,2,CONTROL,No,No,WB,7970,406.3,15,7.68,3.03,134.09,0.007,0.39,20.65,520.01,0.016,5.84,7.16,1.58,0.39,0.28,0.71,0.01,0.69,25.18,29.09,original tag was 715; changed in 2023,715
2014,post,BEF,C2,Young,3,P,No,Yes,BE,285,885.73,18,7.19,3.13,282.98,0.004,0.44,21.48,494.47,0.017,5.44,8.84,1.51,0.62,0.07,1.14,0.01,0.79,23.02,18.84,,
2010,pre,BEF,C4,Mid,4,P,No,Yes,YB,448,NA,NA,NA,NA,NA,NA,NA,22.19,483.56,NA,11.83,6.8,3.06,0.48,0.32,1.28,92.377,NA,21.79,17.28,Old # 448; tag 774 at sampling,774
